"type","index","ESD_mm","sname","size_range","lname","vol_mm3","mass_mgC","temp_func_form_opt","Ea","z_mort_0_per_day","basal_metabolic_rate_per_day","z_mort2_0_per_day","loss_thres","z_umax_base","z_grz","graze_poc","graze_doc","f_zoo_detr"
"zooplankton",1,0.0355631318568985,"zoo1","[0.02,0.06324)","Microzooplankton 1",2.35504181310906e-05,2.80368609133526e-06,"arrhenius",0.55,0,0.276332041823975,0.1026195239556,0.075,10.362451568399,1.1,0.0735072195542959,0.069123195111426,0.0716308327313036
"zooplankton",2,0.112461911271842,"zoo2","[0.06324,0.19999)","Microzooplankton 2",0.000744757700443506,8.93398406277874e-05,"arrhenius",0.55,0,0.207219146720074,0.129190651293452,0.075,7.77071800200276,1.1,0.103832099037247,0.0615419752406882,0.0803712172650917
"zooplankton",3,0.355640260756797,"zoo3","[0.19999,0.63243)","Mesozooplankton 1",0.0235521946694291,0.00282528037903924,"arrhenius",0.55,0,0.155391949786078,0.162641802829328,0.075,5.82719811697792,1.1,0.146667291401455,0.0508331771496361,0.090178102339018
"zooplankton",4,1.12464739075469,"zoo4","[0.63243,1.99995)","Mesozooplankton 2",0.744813881637418,0.089346580026262,"arrhenius",0.55,0,0.116527157072691,0.204754413440401,0.075,4.3697683902259,1.1,0.207173837055175,0.0357065407362062,0.101181622204924
"zooplankton",5,3.55649203169457,"zoo5","[1.99995,6.32448)","Mesozooplankton 3",23.5539713417818,2.82549350556984,"arrhenius",0.55,0,0.0873827656718164,0.257771182402085,0.075,3.27685371269311,1.1,0.292641926840263,0.0143395182899341,0.113527790078484
"zooplankton",6,11.2467566950199,"zoo6","[6.32448,20)","Mesozooplankton 4",744.87006706939,89.353319933127,"arrhenius",0.55,0,0.0655276240172265,1.29806203168968,0.075,2.457285900646,1.1,0.35,0,0.127380435688221
