"type","ESD_um","sname","lname","index","size_range_um","Nfixer","imp_calcifier","exp_calcifier","silicifier","is_carbon_limited","kCO2","cell_rad_um","surf_area_um2","vol_um3","mass_ugC","mass_umolC","temp_func_form_opt","Ea","PCref_beta","PCref_const","PCref_per_day","alphaPI_per_day","thetaC","thetaN_max","kNO3","kPO4","kSiO3","kNH4","kDOP","Qp_fixed","gQfe_0","gQfe_min","kFe","loss_thres","loss_thres2","temp_thres","mort_per_day","mort2_per_day","agg_rate_min","agg_rate_max","loss_poc"
"autotroph",6.16667,"diaz","Diazotroph",1,"[3.227,11.784)",TRUE,FALSE,FALSE,FALSE,FALSE,0,3.083335,119.467916453411,122.786536059293,5.49992918958176e-05,4.57907683755038e-06,"arrhenius",0.32,-0.14,11,1.49018176181309,0.273292295105452,0.322970443178857,2.36172136574539,2,0.0267143876867364,0,0.2,0.338715609483804,0.00333333333333333,6e-05,2.5e-06,3.81055060669279e-05,0.02,0.001,15,0.0223527264271964,0.035,0.01,0.5,0
"autotroph",0.891250938133746,"pp","Picoplankton",2,"[0.466,1.703)",FALSE,FALSE,FALSE,FALSE,FALSE,0,0.445625469066873,2.49545574674875,0.370679545893512,9.2669886473378e-08,7.71541807288136e-09,"arrhenius",0.42,0.05,17,1.29366489140558,0.652604714186398,0.12,0.8775,0.166226242046012,0.00468489203310714,0,0.0148501069813736,0.0594004279254945,0.004651163,4.2e-05,2.5e-06,4.45503209441209e-06,0.01,0,-10,0.0194049733710837,0.035,0.01,0.5,0
"autotroph",3.25461783498046,"mp1","Mixed Phytoplankton 1",3,"[1.703,6.219)",FALSE,TRUE,FALSE,FALSE,FALSE,0,1.62730891749023,33.2774372130459,18.0508901093369,8.24197881754353e-06,6.86202549125263e-07,"arrhenius",0.32,0.05,13.3,2.09685365336932,0.364355396811254,0.307265517053612,2.24687909345454,0.533272989070712,0.0150296749010127,0,0.0476408588710374,0.19056343548415,0.00682379278322552,4.2e-05,2.5e-06,1.42922576613112e-05,0.01,0,-10,0.0314528048005398,0.035,0.01,0.5,0
"autotroph",11.8850222743702,"mp2","Mixed Phytoplankton 2",4,"[6.219,22.712)",FALSE,TRUE,FALSE,FALSE,FALSE,0,5.94251113718509,443.761757310661,879.019728358477,8.88871159435576e-05,7.4004758923951e-06,"arrhenius",0.32,-0.14,11.5,2.29720125231368,0.203423071117394,0.339929475518251,2.48573428972721,1.71080135947304,0.0482169335032284,0,0.152837379341234,0.611349517364935,0.00865578702959568,4.2e-05,2.5e-06,4.58512138023701e-05,0.01,0,-10,0.0344580187847052,0.035,0.01,0.5,0
"autotroph",43.4010263644744,"mp3","Mixed Phytoplankton 3",5,"[22.712,82.937)",FALSE,FALSE,FALSE,FALSE,FALSE,0,21.7005131822372,5917.65814148226,42805.4061690696,0.00483033449692458,0.000402159228783997,"arrhenius",0.32,-0.14,11.5,1.31304517940945,0.11357302849083,0.376065786470766,2.74998106356747,5.48844841490125,0.154685493316831,0,0.49031997066067,1.96127988264268,0.0129068541199199,4.2e-05,2.5e-06,0.000147095991198201,0.01,0,-10,0.0196956776911418,0.035,0.01,0.5,0
"autotroph",158.489319246111,"mp4","Mixed Phytoplankton 4",6,"[82.937,302.866)",FALSE,FALSE,FALSE,FALSE,FALSE,0,79.2446596230557,78913.2395988238,2084484.27058715,0.185583647570017,0.0154511404187842,"arrhenius",0.32,-0.14,11.5,0.787845247548101,0.0634088981634493,0.41604357944618,3.04231867470019,17.607576610946,0.496248933812214,0,1.57300311393013,6.29201245572051,0.0185898827866514,4.2e-05,2.5e-06,0.000471900934179038,0.01,0,-10,0.0118176787132215,0.035,0.01,0.5,0
"autotroph",29.3764965196153,"diat1","Diatoms 1",7,"[20.016,43.115)",FALSE,FALSE,FALSE,TRUE,FALSE,0,14.6882482598077,2711.1270658703,13273.902469129,0.000500451259116149,4.16660776884647e-05,"arrhenius",0.32,-0.14,12.4,4.43599310179968,0.216391484018399,0.364789915750024,2.66752625892205,3.86277655400843,0.108867835071059,0.603903617387351,0.345087781364201,1.3803511254568,0.0102886610358285,4.2e-05,2.5e-06,0.00010352633440926,0.02,0,-10,0.0443599310179968,0.035,0.01,0.5,0
"autotroph",63.2776001702456,"diat2","Diatoms 2",8,"[43.115,92.87)",FALSE,FALSE,FALSE,TRUE,FALSE,0,31.6388000851228,12579.1087776443,132662.635954967,0.00380313319960308,0.000316637515577644,"arrhenius",0.32,-0.14,12.4,3.3395019171913,0.164161066656736,0.387290036325602,2.83205839063097,7.70592160892738,0.217182379322628,1.20473806078829,0.688421749021883,2.75368699608753,0.0126019233707614,4.2e-05,2.5e-06,0.000206526524706565,0.02,0,-10,0.033395019171913,0.035,0.01,0.5,0
"autotroph",136.301300620783,"diat3","Diatoms 3",9,"[92.87,200.044)",FALSE,FALSE,FALSE,TRUE,FALSE,0,68.1506503103914,58364.6482792247,1325862.91178881,0.0289015600829297,0.00240625760410705,"arrhenius",0.32,-0.14,12.4,2.51404201922674,0.124537506307716,0.41117795684865,3.00673880945576,15.3726799913688,0.433260988954645,2.40335337183615,1.37334478390637,5.49337913562549,0.0154352905678903,4.2e-05,2.5e-06,0.000412003435171912,0.02,0,-10,0.0251404201922674,0.035,0.01,0.5,0
